Rk,Player,HR,Season,Age,Team,Lg,G,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GIDP,HBP,SH,SF,IBB,Pos,Player-additional
307,Dominic Smith,6,2024,29,BOSCIN,ALNL,93,307,275,33,64,36,22,0,6,34,1,1,28,76,.233,.313,.378,.691,94,104,7,4,0,0,0,3H/D1,smithdo02
308,Abraham Toro,6,2024,27,OAK,AL,94,364,337,34,81,57,17,1,6,26,4,2,20,62,.240,.293,.350,.643,87,118,4,5,2,0,1,54DH/37,toroab01
309,Enmanuel Valdéz,6,2024,25,BOS,AL,76,223,201,23,43,25,12,0,6,28,1,1,17,53,.214,.270,.363,.633,77,73,4,0,1,4,0,4H/D57,valdeen01
310,Juan Yepez,6,2024,26,WSN,NL,62,249,226,32,64,43,15,0,6,26,2,1,18,42,.283,.335,.429,.764,115,97,9,1,1,3,0,3D/H,yepezju01
311,Christian Bethancourt,5,2024,32,CHCMIA,NL,62,147,139,18,29,17,7,0,5,22,3,0,5,36,.209,.241,.367,.608,67,51,2,1,2,0,0,2/DH,bethach01
312,Cavan Biggio,5,2024,29,ATLLADTOR,ALNL,78,224,188,27,37,27,5,0,5,19,2,0,24,72,.197,.314,.303,.617,77,57,1,8,2,0,0,453H9/D,biggica01
313,Willie Calhoun,5,2024,29,LAA,AL,68,254,229,26,56,35,16,0,5,20,0,1,23,31,.245,.315,.380,.695,96,87,5,1,0,1,1,D/H37,calhowi01
314,Daz Cameron,5,2024,27,OAK,AL,66,186,170,22,34,23,5,1,5,15,5,0,13,51,.200,.258,.329,.587,70,56,3,1,0,2,0,79H8/D,camerda01
315,Evan Carter,5,2024,21,TEX,AL,45,162,144,23,27,14,6,2,5,15,2,0,15,43,.188,.272,.361,.633,83,52,1,2,0,1,0,7/9HD8,carteev01
316,Kody Clemens,5,2024,28,PHI,NL,43,120,114,17,25,10,9,1,5,18,0,0,5,29,.219,.258,.447,.706,91,51,2,1,0,0,0,H35/471D,clemeko01
317,Jerar Encarnacion,5,2024,26,SFG,NL,35,119,113,13,28,18,5,0,5,19,1,0,5,34,.248,.277,.425,.702,98,48,0,0,0,1,0,D9/7H3,encarje01
318,Kyle Farmer,5,2024,33,MIN,AL,107,242,215,26,46,27,13,1,5,25,3,5,19,49,.214,.293,.353,.647,82,76,6,6,0,2,1,45H6/13D,farmeky01
319,Jake Fraley,5,2024,29,CIN,NL,116,382,350,44,97,71,19,2,5,26,20,5,26,70,.277,.330,.386,.716,95,135,6,3,0,3,0,9H/D78,fraleja01
320,Eric Haase,5,2024,31,MIL,NL,30,69,66,10,18,12,1,0,5,14,0,0,3,28,.273,.304,.515,.819,123,34,0,0,0,0,0,2/HD,haaseer01
321,Austin Hays,5,2024,28,BALPHI,ALNL,85,255,235,26,60,37,18,0,5,20,2,2,9,59,.255,.303,.396,.699,98,93,2,8,1,2,1,7H/9D,haysau01
322,Iván Herrera,5,2024,24,STL,NL,72,259,229,37,69,51,12,1,5,27,5,0,25,53,.301,.372,.428,.800,126,98,3,2,0,2,0,2D/H,herreiv01
323,Rece Hinds,5,2024,23,CIN,NL,24,51,46,9,12,2,4,1,5,11,2,0,4,16,.261,.333,.717,1.051,176,33,0,1,0,0,0,9/H78D,hindsre01
324,Jackson Holliday,5,2024,20,BAL,AL,60,208,190,28,36,25,4,2,5,23,4,0,15,69,.189,.255,.311,.565,63,59,1,2,0,1,0,4/H6D,hollija01
325,Andy Ibáñez,5,2024,31,DET,AL,99,244,224,30,54,39,9,1,5,32,2,3,15,63,.241,.295,.357,.652,84,80,2,3,0,2,0,H453/7D6,ibanean01
326,Kevin Kiermaier,5,2024,34,LADTOR,ALNL,116,281,259,31,51,34,9,3,5,26,6,2,12,86,.197,.237,.313,.550,55,81,4,2,7,1,0,*8H/9D,kiermke01
327,Alex Kirilloff,5,2024,26,MIN,AL,57,178,159,20,32,16,8,3,5,20,0,0,15,47,.201,.270,.384,.653,81,61,5,1,0,3,0,7D3/H9,kirilal01
328,Alejandro Kirk,5,2024,25,TOR,AL,103,386,340,23,86,61,19,1,5,54,0,0,35,51,.253,.319,.359,.677,92,122,11,2,0,9,1,2/HD,kirkal01
329,Kyle Manzardo,5,2024,23,CLE,AL,53,156,145,11,34,17,12,0,5,15,0,0,9,41,.234,.282,.421,.703,97,61,3,1,0,1,0,DH/3,manzaky01
330,Nick Martini,5,2024,34,CIN,NL,52,163,146,23,31,20,4,2,5,24,1,3,9,38,.212,.272,.370,.641,73,54,1,4,0,3,0,D9/7H,martini02
331,Jorge Mateo,5,2024,29,BAL,AL,68,208,192,30,44,23,14,2,5,18,13,2,10,48,.229,.267,.401,.668,91,77,3,1,2,3,0,4/6H8D,mateojo01
332,Luis Matos,5,2024,22,SFG,NL,45,156,150,14,32,22,5,0,5,25,0,0,5,24,.213,.237,.347,.584,65,52,5,0,0,1,1,98/H7D,matoslu02
333,Kyle McCann,5,2024,26,OAK,AL,54,157,140,13,33,24,4,0,5,15,0,0,16,59,.236,.318,.371,.690,101,52,2,1,0,0,1,2/HD,mccanky01
334,Chas McCormick,5,2024,29,HOU,AL,94,267,242,32,51,39,6,1,5,27,8,2,17,72,.211,.271,.306,.576,64,74,3,4,1,3,0,798/H,mccorch01
335,Grant McCray,5,2024,23,SFG,NL,37,130,124,13,25,15,3,2,5,10,5,0,6,56,.202,.238,.379,.617,74,47,3,0,0,0,0,8,mccragr01
336,Gabriel Moreno,5,2024,24,ARI,NL,97,351,305,39,81,57,18,1,5,45,3,1,41,52,.266,.353,.380,.734,104,116,10,2,0,3,1,2H/5,morenga01
337,Edward Olivares,5,2024,28,PIT,NL,55,196,174,22,39,30,4,0,5,23,1,0,16,37,.224,.291,.333,.624,75,58,3,2,0,4,0,9/DH7,olivaed02
338,Richie Palacios,5,2024,27,TBR,AL,92,316,264,46,59,45,8,1,5,21,19,1,45,67,.223,.346,.318,.664,94,84,5,5,0,1,2,497H/D56,palacri01
339,Emmanuel Rivera,5,2024,28,BALMIA,ALNL,123,302,265,24,63,47,9,2,5,29,2,0,26,69,.238,.312,.343,.656,84,91,7,5,1,5,0,53H/1D,riverem01
340,Daniel Schneemann,5,2024,27,CLE,AL,73,221,193,17,42,25,10,2,5,22,3,2,25,70,.218,.303,.368,.671,91,71,1,0,0,3,0,6589H/47D,schneda04
341,DJ Stewart,5,2024,30,NYM,NL,74,194,158,16,28,19,4,0,5,19,1,0,31,48,.177,.325,.297,.622,80,47,5,4,0,1,0,9HD7/3,stewadj01
342,Michael A. Taylor,5,2024,33,PIT,NL,113,300,269,35,52,37,9,1,5,21,12,1,23,105,.193,.253,.290,.543,52,78,3,0,4,4,0,8H/7D,taylomi02
343,Miguel Vargas,5,2024,24,CHWLAD,ALNL,72,237,206,22,31,19,7,0,5,16,3,1,25,57,.150,.249,.257,.506,45,53,4,3,0,3,0,57/HD3,vargami01
344,Jordan Walker,5,2024,22,STL,NL,51,178,164,16,33,17,10,1,5,20,1,0,10,50,.201,.253,.366,.619,72,60,4,2,0,2,0,9/HD,walkejo02
345,Ronald Acuña Jr.,4,2024,26,ATL,NL,49,222,192,38,48,35,8,1,4,15,16,3,27,53,.250,.351,.365,.716,101,70,4,3,0,0,0,9,acunaro01
346,Miguel Andujar,4,2024,29,OAK,AL,75,319,302,31,86,67,14,1,4,30,3,2,13,42,.285,.320,.377,.697,103,114,10,3,0,1,0,7/D3H,andujmi01
347,Luis Arraez,4,2024,27,MIASDP,NL,150,672,637,83,200,161,32,3,4,46,9,3,24,29,.314,.346,.392,.739,107,250,18,8,2,1,3,3D4/H,arraelu01
348,Brett Baty,4,2024,24,NYM,NL,50,171,153,15,35,28,3,0,4,16,0,0,16,42,.229,.306,.327,.633,81,50,3,1,1,0,1,5/H,batybr01
349,Bo Bichette,4,2024,26,TOR,AL,81,336,311,29,70,49,16,1,4,31,5,1,20,64,.225,.277,.322,.598,70,100,12,3,0,2,1,6,bichebo01
350,Dairon Blanco,4,2024,31,KCR,AL,88,132,120,37,31,23,4,0,4,13,31,7,8,32,.258,.308,.392,.699,98,47,2,1,1,1,0,H798D,blancda02
351,Matt Carpenter,4,2024,38,STL,NL,59,157,137,15,32,21,7,0,4,15,0,2,15,51,.234,.314,.372,.686,93,51,0,2,0,2,0,DH/345,carpema01
352,Andrés Chaparro,4,2024,25,WSN,NL,33,132,121,12,26,10,12,0,4,15,1,1,7,24,.215,.280,.413,.694,94,50,3,4,0,0,0,D3,chapaan01
353,J.D. Davis,4,2024,31,NYYOAK,AL,46,157,142,13,31,22,5,0,4,6,0,0,12,39,.218,.293,.338,.631,83,48,5,3,0,0,0,35/DH,davisjd01
354,Adrian Del Castillo,4,2024,24,ARI,NL,25,87,80,12,25,16,5,0,4,19,1,1,7,28,.313,.368,.525,.893,145,42,1,0,0,0,0,2/H,delcaad01
355,Brandon Drury,4,2024,31,LAA,AL,97,360,325,28,55,44,7,0,4,15,1,0,27,81,.169,.242,.228,.469,34,74,13,5,0,3,0,45D3/H,drurybr01
356,Mauricio Dubón,4,2024,29,HOU,AL,137,428,402,45,108,79,25,0,4,47,3,2,16,55,.269,.296,.361,.657,87,145,6,2,3,5,0,7483H95/6,dubonma01
357,Wilmer Flores,4,2024,32,SFG,NL,71,242,214,19,44,28,12,0,4,26,0,0,20,33,.206,.277,.318,.595,71,68,5,3,0,5,1,3H/D5,florewi01
358,Nick Fortes,4,2024,27,MIA,NL,110,335,308,28,70,50,16,0,4,29,0,1,11,41,.227,.259,.318,.577,60,98,6,4,7,5,0,*2/H,forteni01
359,Adam Frazier,4,2024,32,KCR,AL,104,294,262,35,53,38,10,1,4,22,3,0,22,59,.202,.282,.294,.576,65,77,0,7,3,0,0,4H9D7/53,fraziad01
360,Ke'Bryan Hayes,4,2024,27,PIT,NL,96,396,365,38,85,72,9,0,4,25,11,2,23,75,.233,.283,.290,.573,62,106,12,4,0,4,1,5/H,hayeske01
361,Jose Iglesias,4,2024,34,NYM,NL,85,291,270,39,91,70,16,1,4,26,6,2,12,39,.337,.381,.448,.830,136,121,4,8,0,1,1,45/H6,iglesjo01
362,Leo Jiménez,4,2024,23,TOR,AL,63,210,179,18,41,26,11,0,4,19,0,0,12,59,.229,.329,.358,.686,95,64,6,16,0,3,0,64/HD,jimenle01
363,Niko Kavadas,4,2024,25,LAA,AL,30,106,93,11,17,11,2,0,4,8,1,0,11,41,.183,.283,.333,.616,74,31,0,2,0,0,0,D/3H,kavadni01
364,Heston Kjerstad,4,2024,25,BAL,AL,39,114,99,8,25,19,2,0,4,14,1,0,10,33,.253,.351,.394,.745,116,39,0,5,0,0,2,D7H/9,kjershe01
365,Joey Loperfido,4,2024,25,HOUTOR,AL,81,262,243,24,52,31,13,4,4,25,4,2,13,95,.214,.264,.350,.614,73,85,3,4,1,1,0,789/H3D,loperjo01
366,Martín Maldonado,4,2024,37,CHW,AL,48,147,135,9,16,9,3,0,4,11,0,0,8,51,.119,.174,.230,.403,14,31,5,1,3,0,0,2,maldoma01
367,Manuel Margot,4,2024,29,MIN,AL,129,343,315,37,75,53,17,1,4,31,5,0,21,54,.238,.289,.337,.626,76,106,10,3,1,3,0,*79H8/D,margoma01
368,Noelvi Marté,4,2024,22,CIN,NL,66,242,229,24,48,35,9,0,4,18,9,3,9,75,.210,.248,.301,.549,49,69,1,3,0,1,0,5D/H4,marteno01
369,Zach McKinstry,4,2024,29,DET,AL,118,325,297,32,64,41,14,5,4,23,16,0,24,69,.215,.277,.337,.614,73,100,3,2,0,2,0,65H479/1D,mckinza01
370,Whit Merrifield,4,2024,35,ATLPHI,NL,95,335,293,44,65,49,9,3,4,15,17,3,35,52,.222,.311,.314,.625,75,92,7,3,4,0,0,475H/D,merriwh01
371,Elehuris Montero,4,2024,25,COL,NL,67,247,224,23,46,32,10,0,4,28,0,0,20,56,.205,.267,.304,.571,53,68,7,0,0,3,0,3D/H,monteel01
372,Tomás Nido,4,2024,30,CHCNYM,NL,49,140,130,14,25,17,4,0,4,12,0,0,5,35,.192,.219,.315,.534,50,41,1,0,3,2,0,2/H,nidoto01
373,James Outman,4,2024,27,LAD,NL,53,156,136,12,20,12,4,0,4,11,2,1,16,55,.147,.256,.265,.521,49,36,0,4,0,0,0,8H/79,outmaja01
374,Víctor Robles,4,2024,27,SEAWSN,ALNL,91,295,254,44,78,54,20,0,4,28,34,2,21,53,.307,.381,.433,.814,139,110,2,11,6,3,0,897/HD,roblevi01
375,Trey Sweeney,4,2024,24,DET,AL,36,119,110,11,24,15,5,0,4,17,2,0,7,32,.218,.269,.373,.642,79,41,3,1,0,1,0,6,sweentr01
376,Chris Taylor,4,2024,33,LAD,NL,87,246,213,28,43,31,7,1,4,23,5,1,28,76,.202,.298,.300,.598,71,64,5,2,1,2,0,754H/8,tayloch03
377,Luis Urías,4,2024,27,SEA,AL,41,109,94,11,18,7,7,0,4,16,0,0,9,34,.191,.303,.394,.696,104,37,2,6,0,0,0,5/HD,uriaslu01
378,Brett Wisely,4,2024,25,SFG,NL,91,272,252,25,60,42,13,1,4,31,2,3,13,65,.238,.278,.345,.623,78,87,3,2,2,3,0,46H/538,wiselbr01
379,Luisangel Acuña,3,2024,22,NYM,NL,14,40,39,6,12,6,2,1,3,6,0,1,1,6,.308,.325,.641,.966,166,25,1,0,0,0,0,6/DH4,acunajo01
380,Blaze Alexander,3,2024,25,ARI,NL,61,185,166,19,41,31,7,0,3,21,3,1,15,49,.247,.321,.343,.664,85,57,1,3,1,0,0,64D/H5,alexabl01
381,Gabriel Arias,3,2024,24,CLE,AL,53,161,153,15,34,21,9,1,3,15,5,2,6,53,.222,.255,.353,.608,71,54,4,1,0,1,0,56/4H38D79,ariasga01
382,Jordan Beck,3,2024,23,COL,NL,55,184,170,14,32,23,6,0,3,13,7,1,12,65,.188,.245,.276,.521,40,47,3,1,0,1,1,79/8H,beckjo01
383,Alex Call,3,2024,29,WSN,NL,30,113,99,15,34,22,9,0,3,14,5,1,12,19,.343,.425,.525,.950,168,52,2,2,0,0,0,9/87H,callal02
384,Dylan Carlson,3,2024,25,STLTBR,ALNL,96,265,235,19,49,39,7,0,3,25,2,1,22,75,.209,.287,.277,.563,62,65,2,5,0,3,0,798H/D,carlsdy01
385,Griffin Conine,3,2024,26,MIA,NL,30,89,82,14,22,14,4,1,3,12,0,0,6,28,.268,.326,.451,.777,113,37,1,1,0,0,0,9/7HD,coningr01
386,Billy Cook,3,2024,25,PIT,NL,16,49,49,5,11,6,2,0,3,8,1,0,0,19,.224,.224,.449,.673,82,22,0,0,0,0,0,/3897,cookbi01
387,Dylan Crews,3,2024,22,WSN,NL,31,132,119,12,26,17,5,1,3,8,12,3,11,26,.218,.288,.353,.641,81,42,4,1,0,1,0,9/8,crewsdy01
388,David Dahl,3,2024,30,PHI,NL,19,62,58,6,12,7,2,0,3,8,0,0,3,21,.207,.242,.397,.638,73,23,0,0,0,1,0,7/D9H,dahlda01
389,Ezequiel Durán,3,2024,25,TEX,AL,92,285,268,26,66,52,11,0,3,20,1,2,14,63,.246,.288,.321,.609,78,86,6,2,0,1,0,573DH/6498,duranez01
390,Estevan Florial,3,2024,26,CLE,AL,36,111,98,11,17,6,6,2,3,11,2,1,11,41,.173,.264,.367,.631,78,36,2,1,1,0,0,79D/H8,flories01
391,Robbie Grossman,3,2024,34,CHWKCRTEX,AL,87,245,208,21,44,33,8,0,3,16,3,0,34,58,.212,.322,.293,.616,81,61,8,1,0,2,0,DH79,grossro01
392,Brett Harris,3,2024,26,OAK,AL,36,123,103,15,15,9,3,0,3,12,0,3,17,25,.146,.276,.262,.539,59,27,3,2,0,1,0,5/H,harribr02
393,Alex Jackson,3,2024,28,TBR,AL,58,155,139,17,17,7,7,0,3,12,1,0,12,53,.122,.201,.237,.439,26,33,2,2,1,1,0,2/H,jacksal02
394,Nolan Jones,3,2024,26,COL,NL,79,297,256,28,58,41,13,1,3,28,5,4,36,91,.227,.321,.320,.641,73,82,7,1,1,3,2,7/DH,jonesno01
395,Corey Julks,3,2024,28,CHW,AL,66,189,173,17,37,27,7,0,3,14,5,2,15,50,.214,.275,.306,.581,67,53,6,0,0,1,0,97H/D8,julksco01
396,Brooks Lee,3,2024,23,MIN,AL,50,185,172,9,38,28,6,1,3,27,3,0,11,27,.221,.265,.320,.585,64,55,6,0,0,2,2,654/HD,leebr02
397,Rafael Marchán,3,2024,25,PHI,NL,17,56,51,8,15,8,4,0,3,6,0,0,3,8,.294,.345,.549,.894,143,28,1,1,1,0,0,2,marchra01
398,Angel Martínez,3,2024,22,CLE,AL,43,169,151,16,35,25,7,0,3,11,3,1,15,33,.232,.298,.338,.635,81,51,2,0,1,2,0,87/9H5D4,martian02
399,Reese McGuire,3,2024,29,BOS,AL,53,158,139,10,29,23,3,0,3,18,3,0,13,39,.209,.280,.295,.575,63,41,4,2,1,3,0,2/HD,mcguire01
400,Danny Mendick,3,2024,30,CHW,AL,47,141,132,13,26,16,7,0,3,8,6,0,6,35,.197,.243,.318,.561,59,42,3,2,1,0,0,54H/1D,mendida01
401,Joey Meneses,3,2024,32,WSN,NL,76,313,281,19,65,51,11,0,3,42,2,0,21,63,.231,.291,.302,.593,69,85,9,5,0,6,1,3D/H,menesjo01
402,Dane Myers,3,2024,28,MIA,NL,44,108,95,17,25,15,6,1,3,19,4,1,8,36,.263,.333,.442,.775,113,42,0,3,0,2,0,9H8/7D,myersda01
403,Kevin Newman,3,2024,30,ARI,NL,111,311,288,41,80,59,17,1,3,28,8,1,15,48,.278,.311,.375,.686,90,108,7,0,6,2,1,643/H57D,newmake01
404,Geraldo Perdomo,3,2024,24,ARI,NL,98,388,337,61,92,66,21,2,3,37,9,1,36,58,.273,.344,.374,.718,100,126,5,3,7,5,0,6/H,perdoge01
405,Bryan Ramos,3,2024,22,CHW,AL,32,108,99,13,20,13,4,0,3,11,0,2,7,22,.202,.252,.333,.586,66,33,3,0,0,1,0,5/DH,ramosbr01
406,Johan Rojas,3,2024,23,PHI,NL,120,363,338,47,82,64,12,3,3,32,25,4,13,69,.243,.279,.322,.601,67,109,7,4,8,0,0,*8/HD,rojasjo03
407,Ben Rortvedt,3,2024,26,TBR,AL,112,328,290,27,66,50,13,0,3,31,1,0,34,88,.228,.317,.303,.621,80,88,6,4,0,0,0,*2H/1,rortvbe01
408,Amed Rosario,3,2024,28,CINLADTBR,ALNL,103,346,332,29,93,69,18,3,3,32,13,5,9,73,.280,.306,.380,.686,94,126,10,4,0,1,0,49DH56,rosaram01
409,Eguy Rosario,3,2024,24,SDP,NL,30,57,53,5,13,4,6,0,3,6,0,0,2,20,.245,.286,.528,.814,121,28,1,1,1,0,0,5H/D4,rosareg01
410,Kyle Stowers,3,2024,26,BALMIA,ALNL,69,209,192,15,40,24,11,2,3,24,0,1,13,74,.208,.268,.333,.601,67,64,2,3,0,1,0,79H8/D,stoweky01
411,José Tena,3,2024,23,CLEWSN,ALNL,44,168,161,14,43,35,5,0,3,15,6,1,7,41,.267,.298,.354,.652,84,57,1,0,0,0,0,5/4DH,tenajo01
412,Alek Thomas,3,2024,24,ARI,NL,39,103,95,13,18,9,5,1,3,17,4,1,7,17,.189,.245,.358,.603,65,34,7,0,1,0,0,8/HD,thomaal01
413,Luis Torrens,3,2024,28,NYM,NL,47,130,118,14,27,16,8,0,3,15,0,1,9,28,.229,.292,.373,.665,88,44,5,2,0,1,0,2/HD1,torrelu01
414,Weston Wilson,3,2024,29,PHI,NL,40,98,88,13,25,14,7,1,3,10,3,0,8,29,.284,.347,.489,.836,129,43,2,1,0,1,0,7H/549318,wilsowe01
415,Jacob Young,3,2024,24,WSN,NL,150,521,468,75,120,92,24,1,3,36,33,10,30,102,.256,.316,.331,.648,85,155,11,12,9,2,0,*8/HD,youngja03
416,José Abreu,2,2024,37,HOU,AL,35,120,113,10,14,10,2,0,2,7,0,0,4,28,.124,.167,.195,.361,3,22,4,2,0,1,0,3/H,abreujo02
417,Riley Adams,2,2024,28,WSN,NL,41,130,116,10,26,18,5,1,2,8,1,0,10,35,.224,.292,.336,.629,78,39,4,2,0,2,1,2/DH,adamsri03
418,Nick Ahmed,2,2024,34,LADSDPSFG,NL,71,228,210,20,48,39,6,1,2,17,2,1,11,51,.229,.267,.295,.562,61,62,6,1,3,3,0,6/H4,ahmedni01
419,Akil Baddoo,2,2024,25,DET,AL,31,82,73,7,10,4,2,2,2,5,1,0,8,27,.137,.220,.301,.521,46,22,0,0,0,1,0,7/89H,baddoak01
420,Luken Baker,2,2024,27,STL,NL,21,49,40,3,7,3,1,1,2,10,1,0,7,11,.175,.286,.400,.686,91,16,1,0,0,2,0,DH/3,bakerlu01
421,Brooks Baldwin,2,2024,23,CHW,AL,33,121,114,9,24,16,6,0,2,8,4,0,6,31,.211,.250,.316,.566,61,36,1,0,1,0,0,4/6,baldwbr01
422,Ryan Bliss,2,2024,24,SEA,AL,33,71,63,10,14,8,3,1,2,9,5,3,5,22,.222,.290,.397,.687,101,25,1,1,2,0,0,4H/D,blissry01
423,Vidal Bruján,2,2024,26,MIA,NL,102,278,248,32,55,37,14,2,2,16,5,6,25,54,.222,.303,.319,.622,74,79,5,4,1,0,3,46H58/9713,brujavi01
424,Kris Bryant,2,2024,32,COL,NL,37,155,133,9,29,22,5,0,2,15,0,0,13,48,.218,.323,.301,.623,69,40,6,8,0,1,0,D93,bryankr01
425,Zach Dezenzo,2,2024,24,HOU,AL,19,65,62,5,15,11,2,0,2,8,0,0,3,22,.242,.277,.371,.648,83,23,3,0,0,0,0,3/5DH,dezenza01
426,Jasson Domínguez,2,2024,21,NYY,AL,18,67,56,8,10,7,1,0,2,4,5,0,11,19,.179,.313,.304,.617,78,17,0,0,0,0,0,7/8HD,dominja01
427,Christian Encarnacion-Strand,2,2024,24,CIN,NL,29,123,116,13,22,14,6,0,2,16,0,0,4,35,.190,.220,.293,.513,39,34,4,1,0,2,0,3,encarch01
428,Sal Frelick,2,2024,24,MIL,NL,145,524,475,66,123,95,22,4,2,32,18,3,39,78,.259,.320,.335,.655,84,159,8,4,2,1,0,*987H/5D,frelisa01
429,Avisaíl García,2,2024,33,MIA,NL,18,51,50,4,12,9,1,0,2,2,0,0,1,13,.240,.255,.380,.635,73,19,4,0,0,0,0,9/H,garciav01
430,Yan Gomes,2,2024,36,CHC,NL,34,96,91,7,14,10,2,0,2,7,0,0,2,36,.154,.179,.242,.421,18,22,2,1,1,1,0,2,gomesya01
431,Austin Hedges,2,2024,31,CLE,AL,66,146,132,12,20,15,3,0,2,15,2,0,6,50,.152,.203,.220,.422,21,29,2,3,3,2,0,2/1,hedgeau01
432,Charles Leblanc,2,2024,28,LAA,AL,11,28,21,6,4,2,0,0,2,6,0,0,7,9,.190,.393,.476,.869,145,10,0,0,0,0,0,/543D,leblach01
433,Jung Hoo Lee,2,2024,25,SFG,NL,37,158,145,15,38,32,4,0,2,8,2,3,10,13,.262,.310,.331,.641,85,48,2,1,0,2,0,8,leeju01
434,DJ LeMahieu,2,2024,35,NYY,AL,67,228,201,19,41,34,5,0,2,26,0,1,19,35,.204,.269,.259,.527,52,52,13,1,1,6,0,35/H,lemahdj01
435,Tyler Locklear,2,2024,23,SEA,AL,16,49,45,3,7,4,1,0,2,3,1,0,3,20,.156,.224,.311,.536,56,14,3,1,0,0,0,3/H,locklty01
436,Luke Maile,2,2024,33,CIN,NL,53,154,135,8,24,18,4,0,2,8,2,0,13,52,.178,.268,.252,.520,44,34,4,4,1,1,0,2/1HD,mailelu01
437,Ryan McKenna,2,2024,27,BALSFG,ALNL,13,15,14,4,3,1,0,0,2,2,1,1,1,5,.214,.267,.643,.910,152,9,0,0,0,0,0,/9H78,mckenry01
438,Joshua Palacios,2,2024,28,PIT,NL,23,78,67,10,15,11,2,0,2,9,1,0,10,12,.224,.333,.343,.677,91,23,1,1,0,0,0,9/78H,palacjo01
439,Graham Pauley,2,2024,23,SDP,NL,13,32,32,4,4,2,0,0,2,5,0,0,0,15,.125,.125,.313,.438,17,10,1,0,0,0,0,/5DH3,paulegr01
440,René Pinto,2,2024,27,TBR,AL,19,49,42,5,9,4,3,0,2,6,0,0,4,18,.214,.292,.429,.720,104,18,0,1,1,1,0,2,pintore02
441,Harold Ramírez,2,2024,29,TBRWSN,ALNL,73,246,238,28,62,52,7,1,2,29,6,2,5,50,.261,.280,.324,.604,73,77,2,2,0,1,0,DH/97,ramirha02
442,Esteury Ruiz,2,2024,25,OAK,AL,29,65,55,10,11,6,2,1,2,8,5,4,4,20,.200,.270,.382,.652,87,21,1,2,2,2,0,7H/8,ruizes01
443,Miguel Sanó,2,2024,31,LAA,AL,28,95,83,9,17,12,3,0,2,6,0,0,9,36,.205,.295,.313,.608,73,26,2,2,0,1,0,5/D3H1,sanomi01
444,Aaron Schunk,2,2024,26,COL,NL,39,98,94,14,22,17,3,0,2,7,0,1,4,31,.234,.265,.330,.595,59,31,0,0,0,0,1,45/H6D,schunaa01
445,Victor Scott II,2,2024,23,STL,NL,53,155,145,14,26,15,9,0,2,10,5,1,6,42,.179,.219,.283,.502,41,41,0,2,0,2,0,8/9H7,scottvi01
446,Michael Siani,2,2024,24,STL,NL,124,334,298,42,68,57,7,2,2,20,20,3,21,92,.228,.285,.285,.570,62,85,2,3,11,1,0,*8H/97D,sianimi01
447,Austin Slater,2,2024,31,BALCINSFG,ALNL,84,212,177,24,37,31,4,0,2,18,3,2,26,60,.209,.321,.266,.586,72,47,5,5,0,4,0,9H78/D,slateau01
448,Trevor Story,2,2024,31,BOS,AL,26,106,94,8,24,15,7,0,2,10,6,3,11,33,.255,.340,.394,.733,107,37,2,1,0,0,2,6,storytr01
449,Matt Thaiss,2,2024,29,LAA,AL,57,186,157,14,32,21,9,0,2,16,3,0,28,58,.204,.323,.299,.622,78,47,2,0,0,1,0,2/DH,thaisma01
450,Eric Wagaman,2,2024,26,LAA,AL,18,74,72,6,18,11,5,0,2,10,0,0,2,17,.250,.270,.403,.673,87,29,1,0,0,0,0,5/7H,wagamer01
451,Will Wagner,2,2024,25,TOR,AL,24,86,82,8,25,17,6,0,2,11,0,0,4,16,.305,.337,.451,.788,122,37,3,0,0,0,0,4/H3D,wagnewi01
452,Jamie Westbrook,2,2024,29,BOS,AL,21,48,40,4,6,2,2,0,2,7,0,0,4,14,.150,.234,.350,.584,62,14,0,1,0,2,0,4/H59D,westbja02
453,Nick Yorke,2,2024,22,PIT,NL,11,42,37,4,8,6,0,0,2,5,2,0,4,12,.216,.286,.378,.664,84,14,0,0,0,1,0,/4957,yorkeni01
454,Jordyn Adams,1,2024,24,LAA,AL,11,38,35,4,8,7,0,0,1,4,2,0,3,12,.229,.289,.314,.604,71,11,1,0,0,0,0,/987H,adamsjo03
455,Ehire Adrianza,1,2024,34,LAA,AL,8,28,26,4,5,3,1,0,1,2,0,0,2,11,.192,.250,.346,.596,67,9,1,0,0,0,0,/54H,adriaeh01
456,Nick Allen,1,2024,25,OAK,AL,41,105,97,6,17,12,4,0,1,4,0,0,5,20,.175,.216,.247,.463,35,24,0,0,3,0,0,6/5H4,allenni02
457,Austin Barnes,1,2024,34,LAD,NL,54,156,140,12,37,33,3,0,1,11,3,0,14,36,.264,.331,.307,.638,83,43,3,0,2,0,0,2/HD4,barneau01
458,Jon Berti,1,2024,34,NYY,AL,25,74,66,10,18,17,0,0,1,6,5,1,6,14,.273,.342,.318,.661,91,21,2,1,1,0,0,5/H47D,bertijo01
459,Sean Bouchard,1,2024,28,COL,NL,31,108,91,14,17,9,7,0,1,8,4,0,12,33,.187,.290,.297,.586,58,27,0,2,1,2,0,97/DH,bouchse01
460,Trey Cabbage,1,2024,27,HOU,AL,45,91,86,12,18,9,8,0,1,8,1,1,4,34,.209,.253,.337,.590,67,29,1,1,0,0,0,9H7/D,cabbatr01
